0-4,5.9
5-9,6.1
10-14,5.9
15-19,5.5
20-24,6.3
25-29,7.3
30-34,7.5
35-39,7.1
40-44,6.2
45-49,6.5
50-54,6.0
55-59,6.2
60-64,5.8
65-69,5.1
70-74,4.4
75-79,3.2
80-84,2.3
85-100,2.7
